numords,totdol,last,buy
6,419,935,1
1,49,361,0
10,606,536,1
7,300,185,0
4,123,73,0
3,403,4,0
1,199,573,0
1,129,42,0
39,1533,504,1
12,444,617,1
5,91,39,0
4,325,674,0
1,59,756,0
1,44,1087,0
2,245,225,0
2,67,224,0
26,2101,303,1
28,1209,39,0
8,666,553,1
3,602,868,0
1,89,1031,0
6,526,191,0
1,103,906,0
8,596,410,1
6,991,28,0
1,99,749,0
1,59,690,0
1,29,676,0
1,39,403,0
1,29,387,0
7,551,123,0
3,169,276,0
3,61,155,0
2,143,281,0
1,25,402,0
1,266,358,0
1,24,143,0
28,1146,227,1
6,323,400,1
1,19,1109,0
1,79,1016,0
4,154,317,0
20,1962,46,0
6,556,322,1
6,159,353,0
9,498,778,1
5,489,123,0
2,163,620,0
4,302,487,0
2,93,519,0
2,166,101,0
1,197,878,0
1,62,750,0
1,217,668,0
6,378,752,1
2,114,326,0
12,482,619,1
6,303,206,1
1,35,855,0
2,118,23,0
4,142,361,0
15,394,10,0
2,210,864,0
2,88,506,0
1,49,554,0
1,59,224,0
1,39,72,0
21,1785,52,0
1,116,864,0
4,196,283,0
2,167,809,0
4,354,143,0
1,99,567,0
3,148,283,0
4,386,59,0
4,359,198,0
1,19,606,0
4,189,500,0
2,143,371,0
1,219,122,0
56,2621,169,0
3,315,459,0
1,59,679,0
19,735,277,1
2,142,1017,0
9,448,623,1
2,107,532,0
2,78,1089,0
3,39,788,0
5,624,728,0
1,249,1101,0
1,17,500,0
1,234,463,0
1,149,421,0
2,175,102,0
1,29,353,0
2,119,471,0
10,1219,396,1
1,24,1092,0
1,29,407,0
1,195,304,0
10,581,172,0
12,604,46,0
6,404,190,0
13,687,142,0
9,1052,938,1
7,346,255,1
3,163,519,0
2,189,1108,0
7,572,17,0
1,29,578,0
1,79,359,0
1,149,58,0
15,1302,357,1
8,769,326,1
2,196,135,0
1,12,967,0
2,108,756,0
1,59,441,0
9,578,513,1
2,44,24,0
2,148,743,0
2,138,207,0
22,982,374,1
2,138,934,0
4,374,487,0
4,356,345,0
4,229,281,0
4,477,121,0
1,139,322,0
1,159,791,0
1,49,746,0
21,689,182,0
32,2472,31,0
7,485,781,1
5,254,431,0
4,326,24,0
7,944,210,1
6,289,427,0
2,475,841,0
3,330,387,0
1,19,683,0
2,242,50,0
1,84,239,0
1,129,207,0
2,209,144,0
6,222,493,0
3,317,17,0
1,39,1086,0
1,66,743,0
1,8,511,0
1,141,449,0
2,175,120,0
3,676,449,0
2,68,1005,0
3,462,101,0
2,43,569,0
1,38,785,0
1,139,597,0
3,180,241,0
1,98,317,0
19,539,23,0
3,96,597,0
8,468,198,0
9,650,50,0
8,682,513,1
3,153,779,0
2,178,16,0
1,14,366,0
2,97,122,0
2,178,50,0
7,490,577,1
1,143,875,0
1,99,717,0
12,338,480,1
21,1024,239,1
11,2489,547,1
2,36,350,0
4,261,361,0
3,366,779,0
1,189,728,0
1,249,822,0
2,68,568,0
1,39,645,0
1,29,583,0
3,387,486,0
1,69,462,0
1,24,413,0
1,299,324,0
1,23,316,0
1,49,11,0
20,999,15,0
3,380,157,0
6,559,323,1
20,1170,401,1
7,908,759,1
9,341,73,0
3,237,1045,0
12,870,67,0
21,1984,409,1
3,465,212,0
2,246,945,0
3,175,322,0
4,143,361,0
2,233,364,0
1,79,987,0
2,218,46,0
3,182,30,0
2,358,591,0
1,96,24,0
10,1166,11,0
8,857,549,1
1,79,445,0
1,79,382,0
18,679,534,1
5,342,158,0
1,59,738,0
3,260,39,0
1,8,99,0
2,87,744,0
2,114,430,0
2,188,851,0
2,83,1040,0
8,298,291,0
22,1114,15,0
3,159,255,0
1,119,449,0
1,89,204,0
4,108,49,0
2,125,661,0
1,139,268,0
22,2444,1114,1
9,425,71,0
2,138,382,0
2,148,676,0
3,256,149,0
1,159,772,0
3,503,529,0
24,1309,256,1
2,297,42,0
28,1881,361,1
1,89,865,0
1,35,848,0
52,5500,203,1
8,136,16,0
4,463,834,0
1,114,46,0
2,159,387,0
4,312,9,0
1,109,603,0
27,1142,204,1
5,255,267,0
5,306,522,0
2,229,847,0
1,9,1045,0
2,78,732,0
1,17,669,0
3,347,326,0
9,441,395,1
7,355,562,1
2,188,697,0
1,34,396,0
1,39,191,0
6,413,35,0
1,109,352,0
1,139,365,0
3,344,14,0
4,426,335,0
5,283,316,0
2,238,497,0
1,99,665,0
1,39,49,0
11,417,1470,1
3,182,487,0
2,328,389,0
10,1450,80,0
5,160,252,0
2,135,517,0
6,190,2,0
6,324,1079,1
8,1087,127,0
2,323,976,0
2,78,400,0
1,99,578,0
1,24,553,0
1,219,529,0
1,19,275,0
4,127,948,0
1,144,939,0
6,615,67,0
5,532,443,0
2,153,77,0
4,594,917,0
1,39,329,0
1,119,277,0
1,69,673,0
1,189,21,0
5,266,353,0
2,529,620,0
2,122,577,0
2,137,437,0
5,203,1016,0
2,86,193,0
1,63,102,0
1,14,92,0
1,149,23,0
14,1032,5,0
2,681,555,0
12,3060,39,0
3,342,711,0
6,1224,39,0
6,406,79,0
9,371,80,0
3,147,1101,0
1,59,309,0
6,537,256,1
7,567,21,0
1,169,1115,0
7,627,800,1
1,97,784,0
2,118,578,0
1,223,10,0
1,31,255,0
18,777,798,1
7,215,721,0
4,98,156,0
5,155,80,0
3,253,647,0
2,118,25,0
5,334,638,0
5,204,483,0
4,219,273,0
4,435,875,0
1,199,1088,0
3,137,886,0
3,149,227,0
1,39,739,0
2,229,219,0
3,390,498,0
3,64,232,0
5,198,249,0
1,19,410,0
2,518,183,0
16,668,795,1
25,933,114,0
4,145,492,0
3,343,416,0
1,167,955,0
1,65,885,0
1,239,346,0
1,139,98,0
8,632,107,0
5,193,854,0
1,27,557,0
5,444,305,0
5,601,753,0
4,273,178,0
8,437,266,1
4,305,917,0
1,53,508,0
1,29,441,0
2,187,99,0
2,241,1,0
1,9,326,0
6,373,1053,1
5,208,242,0
4,306,749,0
2,218,806,0
3,447,539,0
4,451,1085,0
6,357,564,1
7,685,403,1
4,328,399,0
7,934,176,0
6,388,417,1
5,685,795,0
12,993,116,0
4,493,365,0
2,103,897,0
1,26,963,0
1,119,837,0
11,1129,10,0
1,19,750,0
1,44,158,0
1,29,735,0
2,378,429,0
1,99,602,0
1,67,465,0
1,119,268,0
3,262,17,0
1,79,95,0
7,333,414,1
6,574,739,1
4,253,814,0
2,215,878,0
3,102,714,0
3,363,534,0
2,433,654,0
2,148,46,0
2,237,795,0
2,258,662,0
5,341,73,0
2,128,190,0
2,433,354,0
1,34,511,0
1,200,354,0
2,45,23,0
20,832,36,0
2,133,938,0
5,244,15,0
1,13,883,0
1,26,836,0
2,199,484,0
1,17,522,0
1,89,318,0
4,52,46,0
3,278,63,0
2,158,757,0
2,58,416,0
1,29,679,0
2,283,451,0
8,93,1043,0
7,537,158,0
9,494,408,1
4,309,248,0
2,158,739,0
1,189,518,0
2,70,487,0
10,1361,774,1
4,289,716,0
1,99,906,0
1,35,517,0
2,53,1033,0
5,386,227,0
5,382,24,0
2,168,669,0
3,147,365,0
4,86,63,0
1,102,417,0
1,29,403,0
3,367,322,0
1,29,830,0
1,81,750,0
6,653,156,0
6,583,102,0
1,54,427,0
3,127,39,0
2,163,631,0
6,258,298,0
1,13,472,0
1,14,305,0
17,494,182,0
1,119,724,0
1,49,637,0
5,448,137,0
2,178,725,0
1,179,99,0
9,821,149,0
5,757,883,0
3,237,11,0
2,213,392,0
2,164,571,0
1,59,413,0
1,29,527,0
1,59,280,0
1,55,149,0
2,228,349,0
4,308,242,0
1,165,662,0
2,72,3,0
2,278,178,0
2,253,129,0
2,103,3,0
3,207,337,0
5,129,1382,0
22,1871,42,0
4,209,751,0
2,237,875,0
15,557,221,1
5,198,815,0
4,549,207,0
3,396,575,0
2,124,675,0
2,378,763,0
2,20,652,0
1,107,844,0
1,26,837,0
4,519,22,0
1,184,725,0
1,14,574,0
1,59,571,0
1,59,435,0
1,40,487,0
2,105,147,0
1,79,87,0
47,2831,652,1
16,995,10,0
21,1214,50,0
4,403,718,0
3,307,281,0
1,49,149,0
6,129,843,0
2,134,872,0
1,124,861,0
2,128,619,0
1,159,465,0
3,97,161,0
2,238,29,0
1,89,14,0
9,224,724,0
6,145,494,0
4,467,39,0
2,118,848,0
2,128,438,0
9,671,214,1
4,273,718,0
3,315,739,0
4,453,442,0
2,153,245,0
2,336,366,0
25,2856,31,0
3,199,430,0
8,197,143,0
1,40,841,0
2,46,35,0
1,49,564,0
1,17,525,0
1,39,513,0
1,119,485,0
1,179,360,0
1,24,357,0
1,19,212,0
2,93,116,0
9,429,164,0
15,935,329,1
4,307,11,0
1,19,35,0
15,1349,270,1
1,169,220,0
1,149,718,0
3,236,609,0
2,48,469,0
5,380,18,0
1,35,848,0
1,113,752,0
2,125,413,0
1,67,396,0
9,295,84,0
2,103,1012,0
2,358,22,0
1,59,79,0
1,119,648,0
4,406,794,0
7,410,428,1
8,378,459,1
3,142,792,0
3,169,632,0
4,330,172,0
1,35,143,0
1,99,51,0
10,665,396,1
1,114,1087,0
1,11,101,0
2,26,35,0
4,122,123,0
2,67,170,0
1,99,57,0
4,233,157,0
1,49,38,0
40,1029,14,0
3,397,576,0
2,115,870,0
5,388,207,0
2,190,396,0
3,245,129,0
3,293,854,0
1,19,529,0
10,239,324,0
5,190,198,0
9,984,704,1
5,338,725,0
5,203,51,0
8,637,7,0
1,29,389,0
2,228,382,0
1,49,749,0
3,189,484,0
1,89,477,0
1,24,365,0
1,59,177,0
1,54,133,0
1,59,21,0
3,127,316,0
3,443,547,0
2,255,116,0
3,249,423,0
2,428,106,0
7,634,408,1
5,204,465,0
6,387,549,1
4,221,514,0
3,216,1046,0
1,48,757,0
1,47,501,0
2,98,162,0
1,119,10,0
20,1087,123,0
5,418,787,0
3,242,389,0
2,78,463,0
3,64,451,0
3,107,282,0
2,105,35,0
2,80,227,0
1,253,151,0
2,376,94,0
3,97,448,0
4,389,368,0
1,99,235,0
4,286,711,0
2,186,634,0
3,615,113,0
5,172,308,0
4,776,760,0
4,264,360,0
14,971,177,0
14,1271,93,0
4,447,406,0
1,59,904,0
4,376,310,0
1,149,359,0
1,19,291,0
1,8,156,0
4,547,17,0
1,139,420,0
5,139,46,0
8,210,204,0
5,276,996,0
4,250,155,0
1,35,833,0
1,18,254,0
6,235,199,0
13,746,74,0
4,663,158,0
3,246,1054,0
4,501,359,0
4,243,79,0
4,304,521,0
2,123,800,0
3,199,114,0
3,120,22,0
3,125,609,0
3,487,634,0
2,177,245,0
4,231,408,0
4,346,78,0
1,119,577,0
2,233,184,0
6,337,508,1
2,78,718,0
1,89,520,0
2,198,10,0
4,301,561,0
1,27,183,0
4,123,928,0
9,531,4,0
17,777,36,0
4,1036,414,0
2,135,352,0
4,816,241,0
2,68,644,0
2,262,981,0
1,99,939,0
4,384,561,0
1,112,840,0
2,238,368,0
2,131,148,0
1,239,764,0
3,317,353,0
3,92,179,0
16,1044,977,1
1,149,367,0
1,59,16,0
2,38,724,0
1,99,1008,0
2,198,672,0
2,178,31,0
4,467,477,0
3,372,137,0
3,131,900,0
1,44,1046,0
3,213,1092,0
1,49,710,0
1,59,539,0
1,89,458,0
13,357,204,1
2,175,219,0
4,517,557,0
2,203,16,0
5,351,28,0
5,166,130,0
1,99,415,0
1,274,508,0
6,483,462,1
1,75,255,0
6,339,1103,1
1,59,1978,0
7,262,11,0
8,268,659,0
1,109,725,0
1,89,484,0
2,200,207,0
4,95,210,0
1,141,494,0
3,126,478,0
9,355,116,0
5,512,569,0
3,75,113,0
25,1127,13,0
3,333,864,0
3,409,854,0
2,108,932,0
6,369,22,0
2,208,36,0
4,175,361,0
3,290,431,0
1,215,1099,0
5,271,233,0
1,114,627,0
1,79,575,0
2,104,493,0
1,39,459,0
1,62,382,0
1,185,185,0
47,3087,23,0
8,615,14,0
10,475,704,1
2,158,788,0
3,142,717,0
3,257,655,0
3,162,850,0
2,129,522,0
3,290,158,0
3,707,774,0
1,279,942,0
1,39,647,0
1,39,641,0
2,166,148,0
2,143,319,0
1,184,329,0
2,152,121,0
1,49,140,0
1,19,72,0
1,99,53,0
1,39,36,0
2,231,100,0
2,560,32,0
3,147,1,0
1,59,39,0
1,19,1113,0
2,273,961,0
9,204,561,0
5,182,876,0
5,377,774,0
2,218,28,0
3,117,431,0
4,106,732,0
5,171,255,0
2,226,102,0
3,189,81,0
2,352,680,0
2,88,662,0
3,139,120,0
2,198,323,0
5,351,1036,0
2,121,570,0
5,315,32,0
3,441,634,0
1,53,525,0
1,29,413,0
10,405,193,0
11,512,39,0
2,101,1087,0
1,39,721,0
1,69,303,0
3,57,94,0
2,88,423,0
36,1549,476,1
16,272,64,0
3,172,632,0
4,359,878,0
1,194,749,0
2,58,324,0
1,103,156,0
38,1104,10,0
2,208,226,0
2,193,480,0
1,19,977,0
1,116,872,0
1,229,361,0
4,506,31,0
1,39,564,0
2,223,94,0
1,39,431,0
1,22,350,0
1,159,329,0
1,57,746,0
1,19,378,0
6,315,116,0
1,39,1080,0
3,296,161,0
1,59,492,0
2,148,316,0
1,197,157,0
3,242,800,0
2,171,577,0
1,89,107,0
18,974,625,1
6,270,814,0
3,151,980,0
5,599,655,0
2,298,1087,0
4,969,546,0
1,79,540,0
3,187,289,0
1,99,469,0
1,47,294,0
6,493,520,1
16,400,101,0
3,192,473,0
2,153,354,0
2,118,815,0
1,129,676,0
2,17,511,0
1,19,553,0
1,79,471,0
4,218,109,0
7,367,815,1
18,993,57,0
7,329,674,1
8,216,22,0
2,168,771,0
3,155,534,0
6,1649,371,1
1,47,1089,0
1,259,883,0
1,29,739,0
2,245,660,0
1,39,402,0
1,114,375,0
1,22,158,0
1,123,724,0
2,188,329,0
6,248,53,0
4,316,690,0
2,168,928,0
1,17,836,0
2,268,774,0
8,402,157,0
1,149,634,0
2,98,561,0
2,144,144,0
4,362,109,0
2,88,386,0
3,77,963,0
33,3165,28,0
2,105,506,0
1,62,148,0
12,1480,536,1
2,98,7,0
7,264,752,0
7,573,74,0
1,254,651,0
3,236,308,0
2,118,252,0
2,53,57,0
2,158,1107,0
1,9,756,0
2,98,17,0
1,69,547,0
16,1860,618,1
5,291,473,0
39,3031,7,0
44,4942,38,0
27,1395,221,1
4,831,17,0
13,541,246,1
3,267,805,0
2,382,463,0
1,89,715,0
1,17,498,0
1,39,426,0
1,49,423,0
1,69,371,0
1,44,360,0
1,39,130,0
5,451,669,0
4,457,441,0
4,419,941,0
3,90,554,0
4,191,1015,0
2,178,1115,0
2,54,570,0
1,247,1017,0
1,264,793,0
1,39,738,0
3,395,171,0
1,49,297,0
1,129,164,0
1,44,46,0
10,1136,23,0
17,801,28,0
3,233,259,0
1,71,227,0
7,203,262,0
5,450,408,0
2,108,499,0
3,327,599,0
2,129,191,0
5,349,3,0
3,215,675,0
11,195,792,0
7,231,413,0
6,284,233,0
2,148,17,0
1,119,598,0
2,238,680,0
3,397,72,0
1,54,449,0
4,599,32,0
1,49,324,0
17,503,732,1
1,59,940,0
1,107,841,0
1,74,200,0
3,192,23,0
1,75,1009,0
21,875,43,0
3,100,116,0
8,443,507,1
6,404,1073,1
4,223,120,0
4,497,546,0
2,235,284,0
2,118,1040,0
2,258,535,0
1,125,981,0
1,14,941,0
7,99,45,0
1,94,624,0
1,19,596,0
1,59,368,0
1,404,296,0
1,197,105,0
8,1011,147,0
6,481,721,1
1,299,738,0
2,223,101,0
2,488,568,0
1,49,400,0
3,155,403,0
1,19,190,0
5,526,494,0
7,187,773,0
1,24,382,0
3,277,358,0
2,113,23,0
2,38,815,0
2,341,870,0
2,198,945,0
1,69,654,0
2,52,25,0
5,356,308,0
7,544,198,0
4,425,22,0
2,83,207,0
1,119,746,0
1,59,739,0
5,684,214,0
2,72,42,0
1,79,669,0
9,288,207,0
5,286,368,0
1,49,975,0
2,23,268,0
1,19,604,0
2,158,93,0
5,380,128,0
1,114,312,0
12,487,42,0
3,161,842,0
2,276,753,0
3,235,540,0
1,44,813,0
1,89,221,0
2,43,716,0
1,74,837,0
1,69,725,0
1,79,329,0
1,19,214,0
1,44,32,0
9,500,10,0
3,360,695,0
2,418,22,0
18,769,1009,1
6,306,792,1
5,325,144,0
10,537,63,0
3,595,688,0
1,71,834,0
5,738,45,0
1,129,582,0
1,119,529,0
47,1489,78,0
5,231,549,0
5,151,749,0
4,403,248,0
3,79,470,0
1,19,781,0
3,45,238,0
1,98,471,0
1,129,28,0
7,655,64,0
7,206,109,0
2,78,897,0
4,104,634,0
1,9,716,0
1,81,546,0
3,350,529,0
2,110,871,0
4,398,66,0
2,98,723,0
5,270,1086,0
1,49,947,0
4,683,190,0
1,159,284,0
1,47,247,0
1,189,788,0
3,261,9,0
3,465,718,0
22,1392,100,0
9,732,1017,1
6,227,298,0
3,202,213,0
4,407,326,0
2,158,206,0
13,438,102,0
2,166,714,0
1,376,956,0
9,430,200,0
2,218,711,0
1,94,200,0
2,235,479,0
2,412,809,0
2,558,759,0
1,99,582,0
14,936,134,0
11,749,87,0
4,276,760,0
3,190,921,0
8,1488,23,0
2,78,11,0
3,219,427,0
1,80,970,0
4,279,451,0
2,45,23,0
1,72,730,0
1,8,473,0
1,166,94,0
16,1491,239,1
1,19,199,0
4,205,739,0
2,245,519,0
1,44,158,0
1,99,388,0
2,115,282,0
14,532,361,1
3,193,379,0
4,292,749,0
2,98,581,0
4,296,18,0
11,260,78,0
25,2777,21,0
1,89,767,0
14,1168,109,0
2,116,143,0
13,669,49,0
3,287,947,0
1,204,1004,0
3,319,835,0
2,187,878,0
2,158,368,0
1,139,375,0
3,301,423,0
1,29,977,0
5,235,191,0
1,19,634,0
2,373,199,0
10,506,63,0
4,175,105,0
1,84,610,0
11,602,522,1
8,595,819,1
5,498,335,0
5,206,22,0
1,200,756,0
2,228,1065,0
2,43,260,0
2,128,84,0
6,261,42,0
8,961,683,1
1,19,828,0
2,183,99,0
1,49,378,0
10,502,312,1
4,421,21,0
7,127,511,0
5,95,637,0
2,96,582,0
1,104,655,0
2,173,329,0
31,2332,64,0
6,412,616,1
22,1338,147,0
2,178,1088,0
3,214,93,0
1,139,210,0
1,39,165,0
4,485,578,0
2,578,275,0
1,59,253,0
3,237,821,0
2,449,388,0
3,482,143,0
6,553,380,1
7,494,386,1
1,89,595,0
8,173,373,0
4,81,98,0
5,439,1005,0
1,194,868,0
3,232,385,0
1,109,575,0
2,160,473,0
1,339,358,0
2,148,66,0
1,29,196,0
13,1223,64,0
3,367,683,0
1,44,737,0
6,325,1992,1
14,962,375,1
6,438,11,0
4,215,262,0
1,49,480,0
1,35,457,0
2,86,1114,0
12,777,1582,1
5,188,263,0
1,29,360,0
1,144,828,0
2,218,918,0
2,178,630,0
1,63,751,0
3,92,585,0
3,108,547,0
7,453,219,1
4,475,102,0
4,421,158,0
23,1624,382,1
5,285,155,0
3,157,1099,0
1,29,382,0
1,42,723,0
1,12,619,0
1,199,493,0
12,676,42,0
3,114,39,0
7,283,65,0
4,203,1046,0
7,678,676,1
1,47,407,0
1,62,514,0
4,618,87,0
1,119,648,0
9,429,84,0
3,78,563,0
9,877,361,1
2,352,273,0
3,213,214,0
1,53,470,0
3,119,133,0
2,276,669,0
4,268,144,0
4,236,582,0
5,251,60,0
13,825,361,1
4,496,32,0
1,198,945,0
1,359,871,0
1,44,851,0
1,39,749,0
1,39,739,0
1,125,518,0
1,147,361,0
1,79,29,0
9,499,170,0
2,25,714,0
5,505,25,0
6,374,315,1
3,1159,697,0
1,59,704,0
1,184,637,0
1,99,386,0
6,494,67,0
2,134,234,0
1,80,100,0
16,1233,242,1
5,142,46,0
6,988,7,0
3,397,133,0
5,203,588,0
3,169,855,0
1,139,1005,0
2,321,780,0
4,78,659,0
1,152,751,0
1,99,499,0
1,144,451,0
1,99,430,0
2,318,74,0
1,179,305,0
3,526,2,0
3,437,7,0
2,228,14,0
5,280,415,0
19,1392,1079,1
6,467,214,1
2,164,875,0
3,297,781,0
2,98,1093,0
1,34,325,0
1,19,148,0
2,138,522,0
1,59,571,0
2,178,639,0
1,29,18,0
12,2913,18,0
1,39,67,0
7,166,25,0
3,594,113,0
1,19,562,0
1,24,388,0
4,611,373,0
3,67,112,0
2,48,1103,0
3,279,583,0
1,149,1047,0
2,238,410,0
3,87,326,0
2,148,472,0
3,327,119,0
1,109,557,0
1,149,420,0
6,446,113,0
1,59,686,0
1,79,283,0
3,329,120,0
1,19,416,0
6,264,284,0
2,128,108,0
39,1128,46,0
2,98,165,0
1,239,779,0
1,39,394,0
1,149,185,0
1,19,81,0
2,118,189,0
1,149,1099,0
4,285,1,0
1,119,603,0
4,289,378,0
7,394,679,1
2,74,571,0
10,1055,1,0
2,36,156,0
1,39,673,0
1,139,308,0
1,99,25,0
2,143,732,0
1,69,739,0
11,522,765,1
8,429,87,0
4,1212,694,0
3,223,84,0
5,316,121,0
4,511,25,0
2,163,281,0
1,39,1011,0
2,232,932,0
1,9,746,0
4,231,11,0
1,12,221,0
5,309,358,0
1,44,179,0
3,287,407,0
4,662,50,0
8,421,506,1
2,55,217,0
13,406,51,0
10,416,185,0
4,606,779,0
4,237,1044,0
2,153,232,0
2,38,277,0
1,49,386,0
2,47,123,0
2,138,680,0
1,39,683,0
4,471,365,0
26,1841,511,1
6,500,1,0
4,302,28,0
2,73,235,0
3,233,7,0
1,99,578,0
3,377,37,0
4,670,249,0
2,233,143,0
9,746,752,1
7,371,225,1
6,700,759,1
5,334,592,0
3,576,1092,0
3,138,885,0
2,258,435,0
1,139,1022,0
1,143,1010,0
1,7,994,0
9,1480,67,0
4,230,102,0
1,79,728,0
1,99,710,0
3,498,438,0
3,245,409,0
1,79,441,0
1,34,438,0
1,189,367,0
1,169,193,0
3,80,487,0
4,163,912,0
3,173,368,0
1,9,366,0
2,19,275,0
3,282,442,0
15,1381,65,0
19,938,137,0
6,345,417,1
3,918,752,0
2,111,617,0
1,19,176,0
1,14,284,0
3,152,543,0
1,9,401,0
3,464,690,0
8,879,25,0
1,49,753,0
41,2567,1,0
26,2558,744,1
8,1190,156,0
6,321,731,1
24,1475,169,0
21,1849,861,1
5,237,326,0
2,111,53,0
4,385,945,0
2,108,11,0
6,708,395,1
1,49,959,0
1,159,752,0
1,49,666,0
1,49,647,0
1,79,389,0
6,582,25,0
1,116,725,0
1,51,283,0
7,619,1046,1
3,126,177,0
1,299,974,0
3,239,232,0
1,71,156,0
17,1646,199,0
1,39,522,0
51,2105,45,0
1,39,1044,0
2,168,9,0
1,79,353,0
3,544,588,0
1,9,256,0
7,411,1,0
6,275,585,0
14,824,52,0
3,77,778,0
4,420,77,0
10,1424,420,1
5,395,381,0
5,583,65,0
6,266,18,0
3,177,611,0
1,169,982,0
3,67,49,0
1,17,869,0
1,129,688,0
2,178,590,0
1,29,517,0
1,129,409,0
1,49,17,0
8,711,648,1
1,39,723,0
1,71,253,0
1,37,540,0
1,104,450,0
1,36,746,0
1,124,556,0
1,80,520,0
4,558,255,0
3,115,382,0
1,49,1092,0
1,116,774,0
1,69,322,0
2,100,105,0
1,35,109,0
9,671,305,1
3,111,820,0
1,53,876,0
1,214,666,0
1,99,536,0
1,119,433,0
3,387,297,0
8,922,14,0
5,759,354,0
2,238,84,0
26,1115,472,1
7,356,722,1
4,361,616,0
21,576,287,1
13,469,71,0
7,259,156,0
7,717,270,1
2,111,420,0
4,44,100,0
9,539,437,1
2,138,1080,0
1,59,767,0
1,59,680,0
1,139,422,0
1,74,224,0
1,17,190,0
3,454,151,0
1,29,752,0
2,138,521,0
3,273,101,0
1,109,455,0
4,364,351,0
1,79,23,0
9,826,53,0
3,198,864,0
2,268,436,0
1,49,242,0
25,2140,21,0
4,356,753,0
4,35,625,0
2,78,723,0
8,397,716,1
1,39,676,0
1,99,667,0
7,468,392,1
5,471,1026,0
1,159,403,0
5,358,830,0
2,278,547,0
2,98,227,0
1,99,207,0
8,176,303,0
2,24,737,0
1,44,466,0
8,1013,935,1
5,383,589,0
1,119,434,0
1,119,387,0
1,206,135,0
1,49,127,0
8,862,43,0
4,436,28,0
2,395,889,0
1,39,375,0
6,543,154,0
4,398,393,0
23,1220,241,1
2,314,521,0
2,218,353,0
1,169,366,0
4,780,1047,0
3,90,197,0
11,545,25,0
19,987,287,1
7,521,1109,1
3,177,318,0
3,389,154,0
2,325,95,0
1,209,766,0
1,19,722,0
1,79,662,0
3,111,141,0
2,507,268,0
1,69,277,0
7,477,613,1
5,616,16,0
2,259,823,0
4,233,311,0
1,99,43,0
2,138,1089,0
1,125,882,0
1,29,750,0
1,199,457,0
3,277,60,0
1,79,421,0
2,66,210,0
5,130,723,0
11,517,185,0
2,130,1074,0
4,242,765,0
4,157,108,0
3,466,739,0
5,607,25,0
3,83,875,0
2,241,812,0
4,307,380,0
1,29,784,0
1,99,688,0
3,247,517,0
1,294,549,0
3,267,14,0
1,79,282,0
2,148,105,0
7,494,1092,1
7,466,919,1
6,767,185,0
3,200,226,0
2,99,1001,0
3,133,1094,0
3,379,571,0
4,284,417,0
3,309,255,0
2,198,718,0
1,499,738,0
2,243,184,0
1,59,582,0
2,259,487,0
2,88,349,0
1,79,9,0
2,478,31,0
1,149,758,0
5,466,549,0
1,39,449,0
1,89,121,0
1,69,1031,0
2,188,728,0
8,524,568,1
14,1259,329,1
2,274,242,0
2,148,1110,0
1,323,415,0
4,144,123,0
4,176,1095,0
1,48,933,0
1,134,876,0
1,109,646,0
2,228,277,0
1,99,402,0
2,118,364,0
1,19,687,0
1,99,22,0
9,213,459,0
2,248,256,0
2,78,374,0
3,381,823,0
1,129,1015,0
3,134,549,0
2,78,725,0
1,54,277,0
1,99,338,0
6,689,7,0
1,174,604,0
2,128,11,0
9,637,382,1
7,336,407,1
3,184,207,0
3,467,456,0
7,570,413,1
6,424,525,1
1,104,1089,0
3,153,235,0
1,39,689,0
4,424,95,0
2,203,326,0
1,159,688,0
1,229,116,0
14,583,29,0
95,4683,260,1
15,674,595,1
5,219,71,0
12,999,91,0
14,853,891,1
3,123,140,0
5,331,945,0
4,186,941,0
2,154,724,0
2,76,578,0
3,135,99,0
3,192,65,0
3,46,1015,0
2,98,823,0
2,403,557,0
1,39,1096,0
1,119,1075,0
3,89,375,0
1,53,963,0
1,149,837,0
1,159,737,0
1,39,690,0
1,49,71,0
4,124,281,0
2,205,765,0
1,19,1036,0
2,250,311,0
11,477,676,1
8,373,319,1
20,2910,38,0
4,217,219,0
5,705,81,0
1,35,483,0
1,129,407,0
1,49,382,0
1,9,326,0
4,119,1010,0
3,82,211,0
5,249,108,0
5,238,296,0
4,212,479,0
4,386,802,0
6,797,49,0
4,176,29,0
6,189,72,0
6,224,241,0
3,147,535,0
3,127,256,0
1,111,1050,0
1,59,1029,0
4,387,235,0
3,65,851,0
1,29,725,0
3,516,611,0
2,38,577,0
1,89,519,0
1,69,400,0
10,1389,11,0
1,179,128,0
6,1731,92,0
14,563,385,1
3,102,876,0
4,393,501,0
2,176,994,0
2,230,1082,0
2,125,100,0
1,352,829,0
1,334,409,0
1,119,689,0
2,79,73,0
4,327,415,0
9,865,688,1
8,373,522,1
2,191,151,0
3,227,844,0
1,157,954,0
5,485,79,0
2,299,471,0
3,334,246,0
4,318,590,0
2,278,182,0
1,204,1024,0
4,191,410,0
1,29,732,0
2,233,456,0
1,24,407,0
1,26,99,0
5,124,402,0
59,4713,263,1
2,12,220,0
3,130,744,0
1,29,1012,0
2,126,282,0
1,59,360,0
6,300,512,0
7,430,21,0
1,71,534,0
1,89,149,0
10,323,420,1
6,288,575,0
30,2079,521,1
15,380,136,0
6,288,975,0
5,168,576,0
3,263,791,0
3,117,893,0
9,772,630,1
3,181,871,0
6,410,99,0
4,110,25,0
1,79,988,0
1,80,848,0
2,52,325,0
1,9,574,0
1,49,549,0
